"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1DEF-0331","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Backtesting value-at-risk accuracy: a simple new test","Christophe Hurlin; Sessi Tokpavi","2007","10.21314/jor.2007.148","https://openalex.org/W2307270787","A1DEF-DUP-0298","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0332","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Backtesting Value-at-Risk: From Dynamic Quantile to Dynamic Binary Tests","Elena-Ivona Dumitrescu; Christophe Hurlin; Vinson Pham","2012","10.3917/fina.331.0079","https://openalex.org/W1897669597","A1DEF-DUP-0299","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0333","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","A unified approach to investigate pure and wake-up-call contagion: Evidence from the Eurozone's first financial crisis","Alexander Ludwig","2014","10.1016/j.jimonfin.2014.07.008","https://openalex.org/W2000700623","A1DEF-DUP-0300","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0334","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Asymmetric multivariate normal mixture GARCH","Markus Haas; Stefan Mittnik; Marc S. Paolella","2008","10.1016/j.csda.2007.12.018","https://openalex.org/W2125420460","A1DEF-DUP-0301","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0335","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Volatility and quantile forecasts by realized stochastic volatility models with generalized hyperbolic distribution","Makoto Takahashi; Toshiaki Watanabe; Yasuhiro Omori","2016","10.1016/j.ijforecast.2015.07.005","https://openalex.org/W1519158075","A1DEF-DUP-0302","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0336","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Testing for Granger causality in distribution tails: An application to oil markets integration","Bertrand Candelon; Marc Joëts; Sessi Tokpavi","2012","10.1016/j.econmod.2012.11.049","https://openalex.org/W2120803614","A1DEF-DUP-0303","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0337","PHASE2A1-SEARCH-0037","2026-07-31","Crossref","Robust Hypothesis Testing with &lt;inline-formula&gt; &lt;tex-math notation=""LaTeX""&gt;$\alpha $&lt;/tex-math&gt; &lt;/inline-formula&gt;-Divergence","Gokhan Gul; Abdelhak M. Zoubir","2016","10.1109/tsp.2016.2569405","https://doi.org/10.1109/tsp.2016.2569405","A1DEF-DUP-0304","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","Section II uncertainty sets and saddle problem; Theorem 1 (least-favourable densities and test); maximum-uncertainty/overlap calculation in the robustness-range section.","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_gul_zoubir_alpha_crossref.json","Exact one-observation minimax robust test for alpha-divergence neighborhoods; no established product-n or heterogeneous design guarantee."
"A1DEF-0338","PHASE2A1-SEARCH-0037","2026-07-31","Crossref","Minimax Robust Hypothesis Testing","Gokhan Gul; Abdelhak M. Zoubir","2017","10.1109/tit.2017.2693198","https://doi.org/10.1109/tit.2017.2693198","A1DEF-DUP-0305","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_gul_zoubir_minimax_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0339","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Non-asymptotic minimax rates of testing in signal detection","Yannick Baraud","2002","https://openalex.org/W1591122161","https://openalex.org/W1591122161","A1DEF-DUP-0306","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","OFFICIAL_REPOSITORY_FULL_TEXT_INSPECTED","Section 1 equations (1)-(2); Proposition 1 and Theorem 1 pp. 4-5 equations (5)-(7) lower bound; Proposition 2 pp. 5-6 equations (8)-(10) constructive chi-square test; Propositions 3-4 pp. 7-8.","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_anchor_exact_openalex.json","Nonasymptotic minimax upper and lower bounds for a simple Gaussian null versus geometric composite alternatives."
"A1DEF-0340","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Non-asymptotic minimax rates of testing in signal detection","Yannick Baraud","2002","https://openalex.org/W1591122161","https://openalex.org/W1591122161","A1DEF-DUP-0306","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_anchor_openalex.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0341","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Optimal change-point detection and localization","Nicolas Verzélen; Magalie Fromont; Matthieu Lerasle; Patricia Reynaud-Bouret","2023","10.1214/23-aos2297","https://openalex.org/W3094239884","A1DEF-DUP-0307","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_anchor_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0342","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Adaptive tests of linear hypotheses by model selection","Yannick Baraud; Sylvie Huet; Béatrice Laurent","2003","10.1214/aos/1046294463","https://openalex.org/W2116029813","A1DEF-DUP-0308","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","OFFICIAL_REPOSITORY_FULL_TEXT_INSPECTED","Section 2 equations (2)-(5) exact level; Theorem 1 pp.230-231 finite-n power set; Proposition 1 p.231; Corollaries 1-2 pp.233-236; explicit restriction to IID Gaussian errors p.227.","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_anchor_openalex.json","Constructive nonasymptotic test of a composite linear-subspace null with unknown common variance and explicit power conditions; model-specific, IID Gaussian."
"A1DEF-0343","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Minimax optimal conditional independence testing","Matey Neykov; Sivaraman Balakrishnan; Larry Wasserman","2021","10.1214/20-aos2030","https://openalex.org/W2999595535","A1DEF-DUP-0309","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_anchor_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0344","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Minimax risks for sparse regressions: Ultra-high dimensional phenomenons","Nicolas Verzélen","2012","10.1214/12-ejs666","https://openalex.org/W1992898147","A1DEF-DUP-0111","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_anchor_openalex.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0345","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Exchangeability and related topics","David Aldous","1985","10.1007/bfb0099421","https://openalex.org/W263845233","A1DEF-DUP-0310","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0346","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Asymptotic Methods in Statistical Decision Theory","Lucien Le Cam","1986","10.1007/978-1-4612-4946-7","https://openalex.org/W1535258871","A1DEF-DUP-0311","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0347","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Adaptive estimation of a quadratic functional by model selection","Béatrice Laurent; Pascal Massart","2000","10.1214/aos/1015957395","https://openalex.org/W1560153690","A1DEF-DUP-0312","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0348","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Minimax estimation via wavelet shrinkage","David L. Donoho; Iain M. Johnstone","1998","10.1214/aos/1024691081","https://openalex.org/W2033484654","A1DEF-DUP-0313","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0349","PHASE2A1-SEARCH-0038","2026-07-31","OpenAlex","Gaussian model selection","Lucien Birgé; Pascal Massart","2001","10.1007/s100970100031","https://openalex.org/W1995771589","A1DEF-DUP-0314","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0038_baraud_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
